Grid_ID,X1_Entropy,X2_Contrast,X3_Homogeneity,X4_Energy,X5_Correlation,X6_Indeks_ExG,X7_Indeks_ExR,X8_Indeks_ExGR,kepadatan,Y_Target
site3_26.png_X0_Y0,8.293796029267718,93.31973779616115,0.45044826809749217,0.3336774134449907,0.9858777419428043,29.150574,0.037333425,0.060133584,0.0,0
site3_26.png_X256_Y0,6.882102033643144,96.5820344338747,0.5780528147582245,0.4709527685531215,0.9890381366704866,17.965103,0.045084883,0.010130331,0.0,0
site3_26.png_X0_Y256,12.031336329388655,168.45844241098524,0.15013965648418479,0.02018983934624497,0.9069330689116673,28.492996,0.09209545,0.0005235188,0.0,0
site3_26.png_X256_Y256,11.247466542909041,90.34742178489581,0.20511913240459143,0.02727744085290162,0.9496188698696275,51.595642,0.017313516,0.16598344,0.0187530517578125,0
site3_56.png_X0_Y0,12.306058145257165,228.08270900916025,0.12436255146612225,0.017681787890373956,0.8281309103958324,61.0383,0.04393562,0.16162468,0.0,0
site3_56.png_X256_Y0,11.84970206077692,105.51977474109248,0.1893156036063478,0.02160194229207399,0.9503540509332737,47.95262,-0.021426074,0.26220053,0.0,0
site3_56.png_X0_Y256,11.940818093613727,179.3363992064441,0.11586073847498654,0.020236160026406273,0.8182893460565501,57.556534,0.041869357,0.15962847,0.0,0
site3_56.png_X256_Y256,12.844509776359583,213.4452171190223,0.1238219693389895,0.01454581527811315,0.9345353849033653,39.291702,0.049550448,0.12856469,0.0,0
site3_81.png_X0_Y0,14.27678397979797,995.2164236712468,0.05565359248797669,0.008249556183900244,0.8512471456202968,60.28981,0.009554608,0.24080414,0.0,0
site3_81.png_X256_Y0,14.36490891132748,1159.051792039208,0.053796210662939825,0.00808180789755089,0.8415502002739264,69.77144,-0.0056762146,0.28205362,0.0,0
site3_81.png_X0_Y256,14.18770516410016,1001.3517711036478,0.05166801382376685,0.008292357640445636,0.7972748411786276,60.537445,0.07338183,0.09668504,0.0,0
site3_81.png_X256_Y256,14.47498456244102,1307.5101026047312,0.045037491361301744,0.007283538178701952,0.7832198047746101,67.69153,0.04113099,0.15825841,0.02691650390625,0
site3_82.png_X0_Y0,14.070314422416761,717.7604072201807,0.05528750955096764,0.008465918682805721,0.8525231364580823,59.179306,0.03683342,0.13560335,0.0,0
site3_82.png_X256_Y0,13.890970466565804,710.2840491487877,0.05728309813670074,0.0091655520083232,0.815255158667346,55.402527,0.00092873874,0.20203136,0.0,0
site3_82.png_X0_Y256,14.101320218363952,735.7752151966477,0.0629575003331033,0.008581700799053682,0.8803554306400829,59.573853,0.0660693,0.0908611,0.0632476806640625,1
site3_82.png_X256_Y256,13.703282537264126,536.8028480632598,0.06519061232811178,0.009726030868488627,0.8542749662314139,60.698166,0.033809613,0.15540011,0.014434814453125,0
site3_112.png_X0_Y0,12.943817523258161,400.267199484574,0.07089263022738232,0.013349731216259379,0.7580765105420267,49.93167,0.14405853,-0.03942748,0.0465240478515625,0
site3_112.png_X256_Y0,13.244378691326473,435.0844014020933,0.0978781082921575,0.014651516627775623,0.8927756912053435,34.909683,0.14116177,-0.066830136,0.2047271728515625,1
site3_112.png_X0_Y256,13.28416171213006,435.8993422601809,0.0852454753929762,0.012382685613607954,0.8608368532155531,41.153122,0.14426383,-0.05486256,0.0635833740234375,1
site3_112.png_X256_Y256,12.977047515025173,367.9598102442542,0.08469892677015126,0.013675925245463169,0.827141159029681,41.1653,0.14850125,-0.06350537,0.05535888671875,1
site3_113.png_X0_Y0,12.266733881711652,238.92712404784265,0.14279694713870061,0.030591357570038297,0.8786629461794947,24.746124,0.15002215,-0.10525428,0.4920806884765625,2
